id,home_team_win
0,True
1,False
2,True
3,True
4,True
5,True
6,True
7,False
8,False
9,True
10,False
11,False
12,True
13,False
14,True
15,True
16,False
17,True
18,True
19,False
20,False
21,True
22,False
23,False
24,False
25,True
26,False
27,True
28,True
29,True
30,True
31,True
32,False
33,True
34,True
35,False
36,True
37,True
38,False
39,False
40,False
41,True
42,False
43,False
44,True
45,False
46,False
47,True
48,True
49,True
50,False
51,False
52,False
53,False
54,False
55,False
56,True
57,True
58,True
59,False
60,False
61,True
62,True
63,False
64,True
65,True
66,True
67,True
68,False
69,True
70,True
71,True
72,False
73,False
74,False
75,True
76,False
77,True
78,False
79,False
80,False
81,True
82,False
83,True
84,True
85,False
86,True
87,False
88,False
89,False
90,False
91,False
92,False
93,False
94,False
95,False
96,False
97,True
98,False
99,True
100,True
101,True
102,True
103,True
104,True
105,True
106,True
107,False
108,True
109,True
110,True
111,True
112,False
113,True
114,False
115,False
116,True
117,False
118,True
119,True
120,True
121,False
122,True
123,False
124,False
125,False
126,False
127,True
128,True
129,False
130,False
131,True
132,False
133,False
134,False
135,False
136,False
137,False
138,True
139,False
140,True
141,False
142,True
143,True
144,False
145,True
146,True
147,True
148,True
149,True
150,False
151,False
152,True
153,False
154,True
155,True
156,True
157,False
158,True
159,False
160,True
161,True
162,False
163,True
164,False
165,True
166,False
167,False
168,True
169,False
170,False
171,True
172,True
173,True
174,False
175,True
176,False
177,True
178,True
179,True
180,False
181,True
182,False
183,False
184,True
185,False
186,False
187,True
188,True
189,False
190,False
191,True
192,True
193,True
194,True
195,False
196,False
197,True
198,False
199,False
200,True
201,False
202,True
203,False
204,True
205,True
206,False
207,False
208,True
209,True
210,False
211,False
212,False
213,False
214,False
215,False
216,True
217,False
218,False
219,True
220,False
221,True
222,False
223,False
224,False
225,True
226,False
227,True
228,False
229,True
230,True
231,True
232,True
233,False
234,False
235,False
236,True
237,True
238,False
239,False
240,False
241,True
242,False
243,False
244,False
245,True
246,False
247,True
248,True
249,True
250,True
251,False
252,False
253,True
254,False
255,False
256,False
257,False
258,True
259,False
260,False
261,True
262,False
263,True
264,True
265,False
266,False
267,True
268,True
269,False
270,True
271,True
272,True
273,False
274,True
275,False
276,False
277,True
278,False
279,True
280,False
281,False
282,False
283,False
284,True
285,True
286,True
287,True
288,True
289,True
290,True
291,True
292,False
293,True
294,True
295,True
296,False
297,False
298,False
299,False
300,False
301,True
302,True
303,True
304,False
305,True
306,False
307,True
308,False
309,False
310,True
311,False
312,False
313,False
314,True
315,True
316,False
317,False
318,True
319,True
320,True
321,False
322,False
323,True
324,False
325,False
326,False
327,False
328,True
329,True
330,False
331,True
332,True
333,True
334,False
335,True
336,False
337,False
338,True
339,True
340,False
341,True
342,False
343,False
344,False
345,False
346,False
347,True
348,False
349,True
350,False
351,True
352,True
353,True
354,True
355,True
356,False
357,False
358,True
359,False
360,True
361,False
362,True
363,False
364,False
365,True
366,True
367,True
368,False
369,True
370,True
371,True
372,False
373,False
374,False
375,False
376,False
377,False
378,True
379,True
380,False
